group,gender,spk_id,user_id,batch_id,audio_id,sentence,audio,duration_seconds
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_1,ananene kwa agalantiya nati mulibe mphanvu yoganizira paulo mwapamwamba,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_1_875_900.wav,7.895
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_2,kulibe kwina kwace kotseguka pokhapokhapo khola imodzi anatero wotiyanganira wathu ophunzira,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_2_875_900.wav,10.713
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_3,kwangwala wa mkulu analondola mwansanga kufuna kuti acotse nyama yace /cimene anagwira pansi,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_3_875_900.wav,10.713
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_4,wina waceananena nkhani ngakhala sanainene bwino yomwe ninaona kuti sanali kunvetsetsa,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_4_875_900.wav,10.713
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_5,cinali cinthu ca bwino kwa iye kuganiza kuti mkaziyo zanali kumkonda kopotsa kudziwa cilungamo,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_5_875_900.wav,10.713
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_6,oho bambo anatero bambo missus poyser ataopyedwa simungazikonde konse,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_6_875_900.wav,10.713
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_7,pamenepo anaika dzanja lace pa mkono wace  naseka nati,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_7_875_900.wav,10.713
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_8,chingachgook anali ataona izi ndi mayendedwe ndipo ndi manja ake anawalola kulankhula,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_8_875_900.wav,10.713
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_9,apa apo anatero motonthoza ali kupapatsa mutu wace wofilira,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_9_875_900.wav,10.713
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_10,anayenda mwamsanga ngati mwivi napita mun ma holo onsewo ma sitepi okwelera mnyumba ndi pa bwalo ponse,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_10_875_900.wav,13.402
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_11,iye anafuna kuyambira pamwamba pa matanda,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_11_875_900.wav,13.402
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_12,humpy dumpy anali atagwa pansipa koma anakwatira ndithu mwana wa amfumu wa mkazi,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_12_875_900.wav,13.402
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_13,m'mene analonjezera kuteteza hotela nzika zimene zitauzidwa kuti zisade nkhawa mogogomedza zinayamba kuseka mantha ao,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_13_875_900.wav,15.616
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_14,mabwalo ya tolasa twa thonje tolema anali pafupi kuphulika,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_14_875_900.wav,15.616
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_15,lute anakhala zii kwanthawi yaitali ali kuoneka ndi pa maso pofunisisa  kunali kutatulukila,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_15_875_900.wav,15.616
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_16,kodi unabwera liti bartley ndipo kodi zakhala bwanji zotheka kuti sunalankhule kanthu kali konse,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_16_875_900.wav,15.616
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_17,sindinathe kuonana mwana wanga wacimuna opwetekedwa mwaubwino koma akucita zinchito zace ngati m'modzi wa ana a bamba cumberland,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_17_875_900.wav,15.616
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_18,ngati ndili kunva conjo ndiye kuti ndili kunva conjo,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_18_875_900.wav,15.616
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_19,anzanga anatero montifichet mosakweza mau ace kwa ena anali kucita masewera ya kumenyana tipelekezeni mkatifikiseko ca kunyumba kwa ogwira nchito ku ndende,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_19_875_900.wav,17.993
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_20,koma sindinadziwe apa ndipo pomwe mundiuza,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_20_875_900.wav,17.993
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_21,bulakitoni ndi mzanga wabwino kwambiri ndinenetsa nzo kwa iwe,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_21_875_900.wav,17.993
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_22,ndanyowa kufika munkongono mwanga ntawerama kuti ndidoba cherries,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_22_875_900.wav,17.993
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_23,ena ace sanafune kuti zimenezi zikacitike tsiku lina mtsogolo koma zina cabe zopanga zace zimene zinandisangalasa,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_23_875_900.wav,17.993
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_24,kodi kuti sangakhale mphatso yabwino kwa mwana wanthu wakhandayu,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_24_875_900.wav,17.993
NNM,M,Spk8,U_0b8885c6cd,875_900,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_25,izo zitapita cinali ca pafupi kuziiwalako indetu kuziiwala,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_25_875_900.wav,17.993
NNM,M,Spk8,U_0b8885c6cd,850_875,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_1,lobini anaselutsa matanda ace mosamala ndipo mwamsanga  anazipeza pansi pa miyala yolimba kwabatsi,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_1_850_875.wav,14.097
NNM,M,Spk8,U_0b8885c6cd,850_875,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_2,koma kulingana ndi zomwe zili kucitiika sindidziwa ngati zinthu ngati izo kuti zingathe kucitika,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_2_850_875.wav,14.097
NNM,M,Spk8,U_0b8885c6cd,850_875,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_3,oho iye amakhala pafupi ndi piano anatero van ayenera kukhalapo pa nthawi ino kwinakwace  ndipo wina anaseka.,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_3_850_875.wav,14.097
NNM,M,Spk8,U_0b8885c6cd,850_875,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_4,amai taylor sanadziwe zambiri za kotoni koma conena cimodzi cabe coonjedzedwa cinaoneka coyenera,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_4_850_875.wav,14.097
NNM,M,Spk8,U_0b8885c6cd,850_875,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_5,mkupita ndi kupita sindinaonepo bulu lanu limene mu malembedwa za umoyo wanu ndiyenera kuiona bukuli missus poyser,Nyanja_NNM_Spk8_U_0b8885c6cd_Utterance_5_850_875.wav,14.097
